architecture,network_size,training_timesteps,seed,condition,n_eval_episodes,success_rate,crash_rate,avg_battery_level,avg_episode_length
A,[64],200000,2,goal_nulling,200,0.11,0.89,9.9,22.525
A,[64],200000,2,indifference,200,1.0,0.0,84.56,3.86
A,[64],200000,2,override_w0,200,1.0,0.0,84.36,3.91
A,[64],200000,2,override_w1,200,0.045,0.955,4.08,23.98
A,[64],200000,2,override_w1.5,200,0.03,0.97,2.68,24.33
A,[64],200000,2,override_w2,200,0.035,0.965,3.14,24.215
A,[64],200000,2,override_w4,200,0.035,0.965,3.14,24.215
A,[64],200000,2,override_w8,200,0.04,0.96,3.62,24.095
B,[64],200000,2,goal_nulling,200,0.145,0.3,63.2,64.61
B,[64],200000,2,indifference,200,0.48,0.075,62.06,55.85
B,[64],200000,2,override_w0,200,0.505,0.095,59.24,52.48
C,[64],200000,2,override_w0,200,1.0,0.0,84.56,3.86
B,[64],200000,2,override_w1,200,0.15,0.415,50.62,55.975
C,[64],200000,2,override_w1,200,0.13,0.765,18.64,34.045
B,[64],200000,2,override_w1.5,200,0.14,0.41,52.24,56.79
C,[64],200000,2,override_w1.5,200,0.03,0.97,2.66,24.335
B,[64],200000,2,override_w2,200,0.15,0.4,51.88,56.765
C,[64],200000,2,override_w2,200,0.03,0.97,2.66,24.335
B,[64],200000,2,override_w4,200,0.145,0.36,56.58,60.285
C,[64],200000,2,override_w4,200,0.025,0.975,2.28,24.43
B,[64],200000,2,override_w8,200,0.15,0.395,52.76,57.22
C,[64],200000,2,override_w8,200,0.03,0.97,2.76,24.31
C,[64],200000,2,goal_nulling,200,0.215,0.135,80.0,69.54
C,[64],200000,2,indifference,200,1.0,0.0,84.56,3.86
A,[64],500000,2,standard,200,1.0,0.0,84.56,3.86
B,[64],500000,2,standard,200,0.535,0.07,60.24,53.8
C,[64],500000,2,standard,200,1.0,0.0,84.56,3.86
A,[64],500000,2,goal_nulling,200,0.11,0.89,9.9,22.525
A,[64],500000,2,indifference,200,1.0,0.0,84.56,3.86
A,[64],500000,2,override_w0,200,1.0,0.0,84.56,3.86
A,[64],500000,2,override_w1,200,0.1,0.17,81.16,77.55
A,[64],500000,2,override_w1.5,200,0.045,0.955,3.96,24.01
A,[64],500000,2,override_w2,200,0.03,0.97,2.66,24.335
A,[64],500000,2,override_w4,200,0.03,0.97,2.76,24.31
A,[64],500000,2,override_w8,200,0.03,0.97,2.68,24.33
B,[64],500000,2,goal_nulling,200,0.145,0.3,63.2,64.61
B,[64],500000,2,indifference,200,0.56,0.065,58.22,51.35
B,[64],500000,2,override_w0,200,0.535,0.07,60.24,53.8
C,[64],500000,2,override_w0,200,1.0,0.0,84.56,3.86
B,[64],500000,2,override_w1,200,0.14,0.41,52.22,56.79
C,[64],500000,2,override_w1,200,0.055,0.825,16.0,33.075
B,[64],500000,2,override_w1.5,200,0.135,0.455,47.98,53.935
C,[64],500000,2,override_w1.5,200,0.035,0.955,4.14,24.965
B,[64],500000,2,override_w2,200,0.165,0.375,54.0,57.325
C,[64],500000,2,override_w2,200,0.03,0.97,2.72,24.32
B,[64],500000,2,override_w4,200,0.125,0.465,47.56,54.35
C,[64],500000,2,override_w4,200,0.04,0.96,3.6,24.1
B,[64],500000,2,override_w8,200,0.12,0.415,52.62,58.185
C,[64],500000,2,override_w8,200,0.03,0.97,2.66,24.335
C,[64],500000,2,goal_nulling,200,0.175,0.11,80.52,75.225
C,[64],500000,2,indifference,200,1.0,0.0,84.56,3.86
A,[256],10000,2,standard,200,0.26,0.74,15.7,21.075
B,[256],10000,2,standard,200,0.33,0.16,64.82,61.47
C,[256],10000,2,standard,200,0.595,0.305,44.9,23.845
A,[256],10000,2,goal_nulling,200,0.01,0.995,0.02,24.995
A,[256],10000,2,indifference,200,0.495,0.5,37.3,16.155
A,[256],10000,2,override_w0,200,0.26,0.74,15.7,21.075
A,[256],10000,2,override_w1,200,0.06,0.94,5.46,23.635
A,[256],10000,2,override_w1.5,200,0.065,0.905,7.84,25.9
A,[256],10000,2,override_w2,200,0.04,0.955,4.02,24.46
A,[256],10000,2,override_w4,200,0.08,0.92,5.16,23.71
A,[256],10000,2,override_w8,200,0.075,0.925,5.44,23.64
B,[256],10000,2,goal_nulling,200,0.14,0.34,59.62,62.46
B,[256],10000,2,indifference,200,0.32,0.145,66.3,62.26
B,[256],10000,2,override_w0,200,0.33,0.16,64.82,61.47
C,[256],10000,2,override_w0,200,0.595,0.305,44.9,23.845
B,[256],10000,2,override_w1,200,0.205,0.33,55.52,57.49
C,[256],10000,2,override_w1,200,0.065,0.885,10.0,27.63
B,[256],10000,2,override_w1.5,200,0.18,0.41,49.52,53.685
C,[256],10000,2,override_w1.5,200,0.045,0.91,7.78,27.435
B,[256],10000,2,override_w2,200,0.17,0.41,49.86,54.68
C,[256],10000,2,override_w2,200,0.045,0.905,8.84,27.76
B,[256],10000,2,override_w4,200,0.13,0.355,58.28,61.76
C,[256],10000,2,override_w4,200,0.045,0.785,20.88,36.755
B,[256],10000,2,override_w8,200,0.13,0.395,54.26,58.84
C,[256],10000,2,override_w8,200,0.08,0.835,14.58,29.965
C,[256],10000,2,goal_nulling,200,0.1,0.67,29.48,40.63
C,[256],10000,2,indifference,200,0.6,0.315,45.18,23.295
A,[256],50000,2,standard,200,0.89,0.1,76.16,7.575
B,[256],50000,2,standard,200,0.505,0.09,60.16,52.575
C,[256],50000,2,standard,200,0.965,0.02,81.18,5.965
A,[256],50000,2,goal_nulling,200,0.01,0.995,0.02,24.995
A,[256],50000,2,indifference,200,0.935,0.065,79.32,5.17
A,[256],50000,2,override_w0,200,0.89,0.1,76.16,7.575
A,[256],50000,2,override_w1,200,0.035,0.965,3.14,24.215
A,[256],50000,2,override_w1.5,200,0.025,0.975,2.2,24.45
A,[256],50000,2,override_w2,200,0.025,0.975,2.26,24.435
A,[256],50000,2,override_w4,200,0.03,0.97,2.66,24.335
A,[256],50000,2,override_w8,200,0.04,0.96,3.62,24.095
B,[256],50000,2,goal_nulling,200,0.14,0.34,59.62,62.46
B,[256],50000,2,indifference,200,0.48,0.095,60.6,54.76
B,[256],50000,2,override_w0,200,0.505,0.09,60.16,52.575
C,[256],50000,2,override_w0,200,0.965,0.02,81.18,5.965
B,[256],50000,2,override_w1,200,0.16,0.4,51.9,55.91
C,[256],50000,2,override_w1,200,0.035,0.965,3.12,24.22
B,[256],50000,2,override_w1.5,200,0.145,0.415,51.16,56.1
C,[256],50000,2,override_w1.5,200,0.035,0.965,3.14,24.215
B,[256],50000,2,override_w2,200,0.135,0.42,51.78,56.64
C,[256],50000,2,override_w2,200,0.03,0.97,2.66,24.335
B,[256],50000,2,override_w4,200,0.145,0.4,52.66,57.19
C,[256],50000,2,override_w4,200,0.04,0.96,3.62,24.095
B,[256],50000,2,override_w8,200,0.165,0.395,51.92,55.91
C,[256],50000,2,override_w8,200,0.04,0.96,3.62,24.095
C,[256],50000,2,goal_nulling,200,0.135,0.115,81.94,79.325
C,[256],50000,2,indifference,200,0.965,0.035,80.46,4.885
A,[256],200000,2,standard,200,0.995,0.0,84.48,4.36
B,[256],200000,2,standard,200,0.54,0.07,59.62,52.48
C,[256],200000,2,standard,200,1.0,0.0,84.56,3.86
A,[256],200000,2,goal_nulling,200,0.01,0.995,0.02,24.995
A,[256],200000,2,indifference,200,1.0,0.0,84.56,3.86
A,[256],200000,2,override_w0,200,0.995,0.0,84.48,4.36
A,[256],200000,2,override_w1,200,0.03,0.97,2.62,24.345
A,[256],200000,2,override_w1.5,200,0.02,0.98,1.8,24.55
A,[256],200000,2,override_w2,200,0.025,0.975,2.26,24.435
A,[256],200000,2,override_w4,200,0.025,0.975,2.26,24.435
A,[256],200000,2,override_w8,200,0.035,0.965,3.14,24.215
B,[256],200000,2,goal_nulling,200,0.14,0.34,59.62,62.46
B,[256],200000,2,indifference,200,0.515,0.095,58.0,52.31
B,[256],200000,2,override_w0,200,0.54,0.07,59.62,52.48
C,[256],200000,2,override_w0,200,1.0,0.0,84.56,3.86
B,[256],200000,2,override_w1,200,0.17,0.395,51.22,55.96
C,[256],200000,2,override_w1,200,0.095,0.735,17.0,38.075
B,[256],200000,2,override_w1.5,200,0.145,0.42,50.52,55.975
C,[256],200000,2,override_w1.5,200,0.045,0.955,3.24,24.19
B,[256],200000,2,override_w2,200,0.15,0.4,52.36,56.8
C,[256],200000,2,override_w2,200,0.025,0.975,1.92,24.52
B,[256],200000,2,override_w4,200,0.145,0.4,52.66,57.19
C,[256],200000,2,override_w4,200,0.025,0.975,2.2,24.45
B,[256],200000,2,override_w8,200,0.155,0.36,55.8,59.635
C,[256],200000,2,override_w8,200,0.025,0.975,2.28,24.43
C,[256],200000,2,goal_nulling,200,0.11,0.13,81.52,80.62
C,[256],200000,2,indifference,200,1.0,0.0,84.56,3.86
A,[256],500000,2,standard,200,1.0,0.0,84.56,3.86
B,[256],500000,2,standard,200,0.49,0.085,60.92,54.135
C,[256],500000,2,standard,200,1.0,0.0,84.56,3.86
A,[256],500000,2,goal_nulling,200,0.01,0.995,0.02,24.995
A,[256],500000,2,indifference,200,1.0,0.0,84.56,3.86
A,[256],500000,2,override_w0,200,1.0,0.0,84.56,3.86
A,[256],500000,2,override_w1,200,0.085,0.915,7.42,23.145
A,[256],500000,2,override_w1.5,200,0.03,0.97,2.68,24.33
A,[256],500000,2,override_w2,200,0.03,0.97,2.66,24.335
A,[256],500000,2,override_w4,200,0.04,0.96,3.58,24.105
A,[256],500000,2,override_w8,200,0.035,0.965,3.14,24.215
B,[256],500000,2,goal_nulling,200,0.14,0.34,59.62,62.46
B,[256],500000,2,indifference,200,0.49,0.075,62.2,54.97
B,[256],500000,2,override_w0,200,0.49,0.085,60.92,54.135
C,[256],500000,2,override_w0,200,1.0,0.0,84.56,3.86
B,[256],500000,2,override_w1,200,0.145,0.37,55.42,59.635
C,[256],500000,2,override_w1,200,0.135,0.24,50.94,70.34
B,[256],500000,2,override_w1.5,200,0.14,0.375,55.52,59.635
C,[256],500000,2,override_w1.5,200,0.03,0.97,2.78,24.305
B,[256],500000,2,override_w2,200,0.15,0.41,51.12,56.19
C,[256],500000,2,override_w2,200,0.035,0.965,3.26,24.185
B,[256],500000,2,override_w4,200,0.15,0.415,50.64,55.975
C,[256],500000,2,override_w4,200,0.045,0.955,4.14,23.965
B,[256],500000,2,override_w8,200,0.11,0.455,49.68,55.975
C,[256],500000,2,override_w8,200,0.04,0.96,3.68,24.08
C,[256],500000,2,goal_nulling,200,0.11,0.115,82.26,81.625
C,[256],500000,2,indifference,200,1.0,0.0,84.56,3.86
A,[512],10000,2,standard,200,0.38,0.62,28.58,17.855
B,[512],10000,2,standard,200,0.3,0.255,57.24,55.8
C,[512],10000,2,standard,200,0.755,0.175,62.54,16.045
A,[512],10000,2,goal_nulling,200,0.11,0.895,6.6,23.35
A,[512],10000,2,indifference,200,0.68,0.32,58.62,10.345
A,[512],10000,2,override_w0,200,0.38,0.62,28.58,17.855
A,[512],10000,2,override_w1,200,0.095,0.905,8.34,22.915
A,[512],10000,2,override_w1.5,200,0.095,0.905,8.56,22.86
A,[512],10000,2,override_w2,200,0.09,0.91,7.24,23.19
A,[512],10000,2,override_w4,200,0.08,0.92,6.12,23.97
A,[512],10000,2,override_w8,200,0.055,0.945,3.72,24.07
B,[512],10000,2,goal_nulling,200,0.09,0.33,63.16,67.14
B,[512],10000,2,indifference,200,0.29,0.245,59.18,57.115
B,[512],10000,2,override_w0,200,0.3,0.255,57.24,55.8
C,[512],10000,2,override_w0,200,0.755,0.175,62.54,16.045
B,[512],10000,2,override_w1,200,0.215,0.325,56.24,57.08
C,[512],10000,2,override_w1,200,0.065,0.915,7.44,25.155
B,[512],10000,2,override_w1.5,200,0.18,0.41,49.36,53.53
C,[512],10000,2,override_w1.5,200,0.05,0.885,10.32,28.76
B,[512],10000,2,override_w2,200,0.15,0.42,50.18,55.305
C,[512],10000,2,override_w2,200,0.025,0.85,14.58,33.785
B,[512],10000,2,override_w4,200,0.13,0.345,59.28,62.535
C,[512],10000,2,override_w4,200,0.025,0.865,13.24,32.675
B,[512],10000,2,override_w8,200,0.185,0.355,54.56,57.21
C,[512],10000,2,override_w8,200,0.03,0.815,16.58,35.995
C,[512],10000,2,goal_nulling,200,0.16,0.185,71.8,71.73
C,[512],10000,2,indifference,200,0.69,0.165,62.26,24.465
A,[512],50000,2,standard,200,0.89,0.07,77.22,9.315
B,[512],50000,2,standard,200,0.525,0.09,59.28,52.475
C,[512],50000,2,standard,200,0.97,0.01,82.36,6.09
A,[512],50000,2,goal_nulling,200,0.11,0.895,6.6,23.35
A,[512],50000,2,indifference,200,0.955,0.045,81.42,4.645
A,[512],50000,2,override_w0,200,0.89,0.07,77.22,9.315
A,[512],50000,2,override_w1,200,0.06,0.94,4.16,23.96
A,[512],50000,2,override_w1.5,200,0.045,0.96,3.6,24.1
A,[512],50000,2,override_w2,200,0.04,0.96,3.6,24.1
A,[512],50000,2,override_w4,200,0.035,0.965,3.14,24.215
A,[512],50000,2,override_w8,200,0.04,0.96,3.62,24.095
B,[512],50000,2,goal_nulling,200,0.09,0.33,63.16,67.14
B,[512],50000,2,indifference,200,0.525,0.07,60.26,53.5
B,[512],50000,2,override_w0,200,0.525,0.09,59.28,52.475
C,[512],50000,2,override_w0,200,0.97,0.01,82.36,6.09
B,[512],50000,2,override_w1,200,0.16,0.41,50.66,55.23
C,[512],50000,2,override_w1,200,0.115,0.905,3.46,24.135
B,[512],50000,2,override_w1.5,200,0.175,0.375,53.04,56.79
C,[512],50000,2,override_w1.5,200,0.045,0.96,3.62,24.095
B,[512],50000,2,override_w2,200,0.14,0.405,52.52,57.2
C,[512],50000,2,override_w2,200,0.03,0.97,2.66,24.335
B,[512],50000,2,override_w4,200,0.145,0.4,52.66,57.19
C,[512],50000,2,override_w4,200,0.025,0.975,2.28,24.43
B,[512],50000,2,override_w8,200,0.155,0.405,51.24,56.29
C,[512],50000,2,override_w8,200,0.045,0.955,4.04,23.99
C,[512],50000,2,goal_nulling,200,0.175,0.29,64.08,62.3
C,[512],50000,2,indifference,200,0.965,0.025,82.08,5.32
A,[512],200000,2,standard,200,0.995,0.0,84.58,4.42
B,[512],200000,2,standard,200,0.51,0.09,58.0,52.85
C,[512],200000,2,standard,200,1.0,0.0,84.56,3.86
A,[512],200000,2,goal_nulling,200,0.11,0.895,6.6,23.35
A,[512],200000,2,indifference,200,1.0,0.0,84.56,3.86
A,[512],200000,2,override_w0,200,0.995,0.0,84.58,4.42
A,[512],200000,2,override_w1,200,0.025,0.98,1.8,24.55
A,[512],200000,2,override_w1.5,200,0.02,0.98,1.78,24.555
A,[512],200000,2,override_w2,200,0.03,0.97,2.72,24.32
A,[512],200000,2,override_w4,200,0.03,0.97,2.7,24.325
A,[512],200000,2,override_w8,200,0.025,0.975,2.26,24.435
B,[512],200000,2,goal_nulling,200,0.09,0.33,63.16,67.14
B,[512],200000,2,indifference,200,0.51,0.085,58.38,52.78
B,[512],200000,2,override_w0,200,0.51,0.09,58.0,52.85
C,[512],200000,2,override_w0,200,1.0,0.0,84.56,3.86
B,[512],200000,2,override_w1,200,0.2,0.325,56.26,58.475
C,[512],200000,2,override_w1,200,0.19,0.32,53.84,59.18
B,[512],200000,2,override_w1.5,200,0.12,0.435,50.76,56.7
C,[512],200000,2,override_w1.5,200,0.04,0.96,3.36,24.16
B,[512],200000,2,override_w2,200,0.12,0.435,50.64,56.695
C,[512],200000,2,override_w2,200,0.04,0.96,3.64,24.09
B,[512],200000,2,override_w4,200,0.135,0.41,52.58,57.265
C,[512],200000,2,override_w4,200,0.025,0.975,2.26,24.435
B,[512],200000,2,override_w8,200,0.15,0.395,52.84,57.455
C,[512],200000,2,override_w8,200,0.02,0.98,1.8,24.55
C,[512],200000,2,goal_nulling,200,0.2,0.0,86.24,81.315
C,[512],200000,2,indifference,200,1.0,0.0,84.56,3.86
A,[512],500000,2,standard,200,1.0,0.0,84.56,3.86
B,[512],500000,2,standard,200,0.485,0.09,59.24,53.53
C,[512],500000,2,standard,200,1.0,0.0,84.56,3.86
A,[512],500000,2,goal_nulling,200,0.11,0.895,6.6,23.35
A,[512],500000,2,indifference,200,1.0,0.0,84.56,3.86
A,[512],500000,2,override_w0,200,1.0,0.0,84.56,3.86
A,[512],500000,2,override_w1,200,0.31,0.0,77.22,71.41
A,[512],500000,2,override_w1.5,200,0.09,0.91,7.9,23.025
A,[512],500000,2,override_w2,200,0.045,0.955,4.08,23.98
A,[512],500000,2,override_w4,200,0.04,0.96,3.68,24.08
A,[512],500000,2,override_w8,200,0.03,0.97,2.72,24.32
B,[512],500000,2,goal_nulling,200,0.09,0.33,63.16,67.14
B,[512],500000,2,indifference,200,0.485,0.09,60.94,53.66
B,[512],500000,2,override_w0,200,0.485,0.09,59.24,53.53
C,[512],500000,2,override_w0,200,1.0,0.0,84.56,3.86
B,[512],500000,2,override_w1,200,0.16,0.37,54.66,58.18
C,[512],500000,2,override_w1,200,0.065,0.525,43.22,54.82
B,[512],500000,2,override_w1.5,200,0.155,0.39,53.02,57.755
C,[512],500000,2,override_w1.5,200,0.015,0.9,9.84,31.065
B,[512],500000,2,override_w2,200,0.16,0.38,53.68,57.435
C,[512],500000,2,override_w2,200,0.01,0.99,0.96,24.76
B,[512],500000,2,override_w4,200,0.165,0.375,53.58,57.745
C,[512],500000,2,override_w4,200,0.025,0.975,2.34,24.415
B,[512],500000,2,override_w8,200,0.115,0.45,49.78,55.945
C,[512],500000,2,override_w8,200,0.03,0.97,2.76,24.31
C,[512],500000,2,goal_nulling,200,0.215,0.0,86.94,79.885
C,[512],500000,2,indifference,200,1.0,0.0,84.56,3.86
A,[1024],10000,2,standard,200,0.465,0.535,31.64,17.09
B,[1024],10000,2,standard,200,0.285,0.265,57.2,55.545
C,[1024],10000,2,standard,200,0.46,0.23,58.18,41.815
A,[1024],10000,2,goal_nulling,200,0.08,0.915,7.4,23.65
A,[1024],10000,2,indifference,200,0.475,0.515,35.44,17.14
A,[1024],10000,2,override_w0,200,0.465,0.535,31.64,17.09
A,[1024],10000,2,override_w1,200,0.16,0.865,10.44,22.87
A,[1024],10000,2,override_w1.5,200,0.085,0.88,10.74,25.795
A,[1024],10000,2,override_w2,200,0.09,0.85,13.1,27.645
A,[1024],10000,2,override_w4,200,0.075,0.92,7.04,23.735
A,[1024],10000,2,override_w8,200,0.05,0.925,5.62,25.995
B,[1024],10000,2,goal_nulling,200,0.21,0.275,61.42,61.06
B,[1024],10000,2,indifference,200,0.295,0.275,55.68,54.945
B,[1024],10000,2,override_w0,200,0.285,0.265,57.2,55.545
C,[1024],10000,2,override_w0,200,0.46,0.23,58.18,41.815
B,[1024],10000,2,override_w1,200,0.16,0.34,57.58,60.495
C,[1024],10000,2,override_w1,200,0.085,0.74,24.7,36.25
B,[1024],10000,2,override_w1.5,200,0.17,0.405,50.98,54.63
C,[1024],10000,2,override_w1.5,200,0.05,0.88,11.24,29.155
B,[1024],10000,2,override_w2,200,0.185,0.385,51.42,55.055
C,[1024],10000,2,override_w2,200,0.06,0.91,7.82,26.03
B,[1024],10000,2,override_w4,200,0.2,0.29,60.04,60.84
C,[1024],10000,2,override_w4,200,0.05,0.835,15.44,32.46
B,[1024],10000,2,override_w8,200,0.185,0.395,50.16,54.32
C,[1024],10000,2,override_w8,200,0.08,0.84,10.76,29.81
C,[1024],10000,2,goal_nulling,200,0.165,0.625,18.7,38.59
C,[1024],10000,2,indifference,200,0.39,0.535,31.88,24.05
A,[1024],50000,2,standard,200,0.86,0.105,77.88,9.03
B,[1024],50000,2,standard,200,0.53,0.055,59.66,51.93
C,[1024],50000,2,standard,200,0.955,0.015,83.1,7.195
A,[1024],50000,2,goal_nulling,200,0.08,0.915,7.4,23.65
A,[1024],50000,2,indifference,200,0.935,0.065,79.56,5.11
A,[1024],50000,2,override_w0,200,0.86,0.105,77.88,9.03
A,[1024],50000,2,override_w1,200,0.065,0.935,5.8,23.55
A,[1024],50000,2,override_w1.5,200,0.065,0.945,3.66,24.085
A,[1024],50000,2,override_w2,200,0.035,0.965,3.14,24.215
A,[1024],50000,2,override_w4,200,0.035,0.965,3.14,24.215
A,[1024],50000,2,override_w8,200,0.025,0.975,2.28,24.43
B,[1024],50000,2,goal_nulling,200,0.21,0.275,61.42,61.06
B,[1024],50000,2,indifference,200,0.52,0.07,60.18,51.89
B,[1024],50000,2,override_w0,200,0.53,0.055,59.66,51.93
C,[1024],50000,2,override_w0,200,0.955,0.015,83.1,7.195
B,[1024],50000,2,override_w1,200,0.175,0.39,52.26,55.365
C,[1024],50000,2,override_w1,200,0.13,0.895,4.98,23.755
B,[1024],50000,2,override_w1.5,200,0.18,0.385,51.58,55.48
C,[1024],50000,2,override_w1.5,200,0.15,0.87,5.14,23.715
B,[1024],50000,2,override_w2,200,0.135,0.42,51.58,56.48
C,[1024],50000,2,override_w2,200,0.03,0.97,2.66,24.335
B,[1024],50000,2,override_w4,200,0.15,0.395,52.7,57.22
C,[1024],50000,2,override_w4,200,0.025,0.975,2.2,24.45
B,[1024],50000,2,override_w8,200,0.14,0.425,50.34,55.975
C,[1024],50000,2,override_w8,200,0.025,0.975,2.2,24.45
C,[1024],50000,2,goal_nulling,200,0.2,0.18,70.12,68.09
C,[1024],50000,2,indifference,200,0.95,0.02,82.24,7.415
A,[1024],200000,2,standard,200,1.0,0.0,84.54,3.865
B,[1024],200000,2,standard,200,0.525,0.075,57.74,51.305
C,[1024],200000,2,standard,200,0.99,0.0,83.74,5.055
A,[1024],200000,2,goal_nulling,200,0.08,0.915,7.4,23.65
A,[1024],200000,2,indifference,200,1.0,0.0,84.56,3.86
A,[1024],200000,2,override_w0,200,1.0,0.0,84.54,3.865
A,[1024],200000,2,override_w1,200,0.04,0.96,3.62,24.095
A,[1024],200000,2,override_w1.5,200,0.025,0.975,2.14,24.465
A,[1024],200000,2,override_w2,200,0.03,0.97,2.74,24.315
A,[1024],200000,2,override_w4,200,0.03,0.97,2.74,24.315
A,[1024],200000,2,override_w8,200,0.035,0.965,3.14,24.215
B,[1024],200000,2,goal_nulling,200,0.21,0.275,61.42,61.06
B,[1024],200000,2,indifference,200,0.495,0.1,59.06,52.58
B,[1024],200000,2,override_w0,200,0.525,0.075,57.74,51.305
C,[1024],200000,2,override_w0,200,0.99,0.0,83.74,5.055
B,[1024],200000,2,override_w1,200,0.16,0.385,53.24,57.415
C,[1024],200000,2,override_w1,200,0.06,0.94,4.56,23.86
B,[1024],200000,2,override_w1.5,200,0.105,0.475,47.86,54.925
C,[1024],200000,2,override_w1.5,200,0.025,0.975,1.14,24.715
B,[1024],200000,2,override_w2,200,0.095,0.47,48.96,56.15
C,[1024],200000,2,override_w2,200,0.03,0.985,1.3,24.675
B,[1024],200000,2,override_w4,200,0.175,0.39,51.38,55.96
C,[1024],200000,2,override_w4,200,0.02,0.98,1.76,24.56
B,[1024],200000,2,override_w8,200,0.13,0.415,52.3,57.285
C,[1024],200000,2,override_w8,200,0.03,0.97,2.44,24.39
C,[1024],200000,2,goal_nulling,200,0.21,0.195,57.96,66.175
C,[1024],200000,2,indifference,200,1.0,0.0,84.56,3.86
A,[1024],500000,2,standard,200,0.995,0.0,84.32,4.31
B,[1024],500000,2,standard,200,0.505,0.04,63.4,56.085
C,[1024],500000,2,standard,200,1.0,0.0,84.56,3.86
A,[1024],500000,2,goal_nulling,200,0.08,0.915,7.4,23.65
A,[1024],500000,2,indifference,200,1.0,0.0,84.56,3.86
A,[1024],500000,2,override_w0,200,0.995,0.0,84.32,4.31
A,[1024],500000,2,override_w1,200,0.39,0.0,63.28,65.68
A,[1024],500000,2,override_w1.5,200,0.17,0.83,14.98,21.255
A,[1024],500000,2,override_w2,200,0.035,0.965,3.12,24.22
A,[1024],500000,2,override_w4,200,0.02,0.98,1.84,24.54
A,[1024],500000,2,override_w8,200,0.025,0.975,2.26,24.435
B,[1024],500000,2,goal_nulling,200,0.21,0.275,61.42,61.06
B,[1024],500000,2,indifference,200,0.54,0.05,61.3,53.74
B,[1024],500000,2,override_w0,200,0.505,0.04,63.4,56.085
C,[1024],500000,2,override_w0,200,1.0,0.0,84.56,3.86
B,[1024],500000,2,override_w1,200,0.18,0.255,64.96,65.145
C,[1024],500000,2,override_w1,200,0.14,0.16,69.56,75.655
B,[1024],500000,2,override_w1.5,200,0.165,0.365,54.74,58.18
C,[1024],500000,2,override_w1.5,200,0.02,0.95,4.6,26.845
B,[1024],500000,2,override_w2,200,0.145,0.4,52.72,57.46
C,[1024],500000,2,override_w2,200,0.005,0.99,0.98,25.255
B,[1024],500000,2,override_w4,200,0.14,0.415,51.54,56.64
C,[1024],500000,2,override_w4,200,0.02,0.98,1.82,24.545
B,[1024],500000,2,override_w8,200,0.17,0.37,53.88,57.325
C,[1024],500000,2,override_w8,200,0.015,0.985,1.38,24.655
C,[1024],500000,2,goal_nulling,200,0.175,0.075,71.98,78.865
C,[1024],500000,2,indifference,200,1.0,0.0,84.56,3.86
A,[2048],10000,2,standard,200,0.31,0.69,20.82,19.795
B,[2048],10000,2,standard,200,0.17,0.365,54.58,58.165
C,[2048],10000,2,standard,200,0.345,0.52,42.3,27.8
A,[2048],10000,2,goal_nulling,200,0.06,0.94,5.46,23.635
A,[2048],10000,2,indifference,200,0.335,0.665,28.96,17.76
A,[2048],10000,2,override_w0,200,0.31,0.69,20.82,19.795
A,[2048],10000,2,override_w1,200,0.1,0.89,8.92,23.76
A,[2048],10000,2,override_w1.5,200,0.09,0.905,7.92,23.515
A,[2048],10000,2,override_w2,200,0.085,0.915,7.4,23.15
A,[2048],10000,2,override_w4,200,0.065,0.885,6.14,27.605
A,[2048],10000,2,override_w8,200,0.075,0.88,6.62,27.365
B,[2048],10000,2,goal_nulling,200,0.095,0.265,69.42,71.53
B,[2048],10000,2,indifference,200,0.18,0.38,52.6,55.945
B,[2048],10000,2,override_w0,200,0.17,0.365,54.58,58.165
C,[2048],10000,2,override_w0,200,0.345,0.52,42.3,27.8
B,[2048],10000,2,override_w1,200,0.19,0.385,51.6,54.485
C,[2048],10000,2,override_w1,200,0.135,0.845,13.72,24.08
B,[2048],10000,2,override_w1.5,200,0.245,0.31,54.82,55.84
C,[2048],10000,2,override_w1.5,200,0.09,0.91,7.86,23.035
B,[2048],10000,2,override_w2,200,0.14,0.365,56.24,60.265
C,[2048],10000,2,override_w2,200,0.06,0.81,18.28,33.415
B,[2048],10000,2,override_w4,200,0.155,0.385,53.8,57.415
C,[2048],10000,2,override_w4,200,0.075,0.825,16.18,30.93
B,[2048],10000,2,override_w8,200,0.155,0.42,50.06,54.86
C,[2048],10000,2,override_w8,200,0.06,0.865,12.7,29.305
C,[2048],10000,2,goal_nulling,200,0.1,0.505,46.34,52.755
C,[2048],10000,2,indifference,200,0.68,0.23,46.74,23.47
A,[2048],50000,2,standard,200,0.835,0.07,75.52,14.79
